东立国际稀有复式南北通透大户型老证,104103913493,东立国际,https://wh.ke.com/xiaoqu/3711057140337/,高楼层(共11层)|2007年建|6室1厅|128.24平米|北南,330,万,单价25734元/平米,28人关注/11月前发布,江岸,bp300ep400,l6
全国闻名模范小区地铁育才汉口城市广场,104102961007,怡康苑南区,https://wh.ke.com/xiaoqu/3711056676538/,高楼层(共6层)|2003年建|6室2厅|198平米|南北,308,万,单价15556元/平米,3人关注/1年前发布,江岸,bp300ep400,l6
怡康苑南区电梯大跃式，精装修，看房方便,104102719473,怡康苑南区,https://wh.ke.com/xiaoqu/3711056676538/,低楼层(共11层)|2003年建|6室2厅|194.46平米|南北,320,万,单价16456元/平米,30人关注/1年前发布,江岸,bp300ep400,l6
此房老证，中间楼层采光好，房子保养得好，看房方便。,104101781789,怡康苑南区,https://wh.ke.com/xiaoqu/3711056676538/,高楼层(共6层)|2003年建|6室3厅|239平米|南,365,万,单价15272元/平米,6人关注/2年前发布,江岸,bp300ep400,l6
安居苑A区复式楼户型方正采光充足带露台,104100975840,安居苑A区,https://wh.ke.com/xiaoqu/3711056680925/,高楼层(共8层)|1999年建|6室3厅|245.61平米|南北,330,万,单价13436元/平米,24人关注/2年前发布,江岸,bp300ep400,l6
百万装修，呕心沥血之作，产证满五三层复式,104100924024,世纪家园,https://wh.ke.com/xiaoqu/3711057385543/,高楼层(共6层)|2005年建|6室2厅|185.11平米|南北,310,万,单价16747元/平米,118人关注/2年前发布,江岸,bp300ep400,l6
老证，提前预约看房方便，房东诚心出售,104105900130,绿茵仁居,https://wh.ke.com/xiaoqu/377986529709489/,高楼层(共17层)|2003年建|6室2厅|239.52平米|南,490,万,单价20458元/平米,2人关注/1月前发布,江岸,bp400ep500,l6
老证双层复shi6米空高中空跃试品质的象征,104105160335,安居苑A区,https://wh.ke.com/xiaoqu/3711056680925/,中楼层(共8层)|1999年建|6室3厅|251.79平米|南,415,万,单价16482元/平米,0人关注/6月前发布,江岸,bp400ep500,l6
大智路江景房视野无遮挡标准空高复式使用面积过350,104103981451,武汉数码港,https://wh.ke.com/xiaoqu/378230618541890/,高楼层(共25层)|2001年建|6室3厅|173.87平米|东南,482,万,单价27722元/平米,5人关注/11月前发布,江岸,bp400ep500,l6
世纪家园叠拼产证满五三层复式通透户型,104102329276,世纪家园,https://wh.ke.com/xiaoqu/3711057385543/,低楼层(共4层)|2005年建|6室3厅|248.43平米|东南,500,万,单价20127元/平米,4人关注/1年前发布,江岸,bp400ep500,l6
带空中花园，一梯两户高层的。采光视野通风都很好。,104106199548,鼎盛华城,https://wh.ke.com/xiaoqu/3711056758620/,高楼层(共32层)|2013年建|6室2厅|205.11平米|南北,550,万,单价26815元/平米,2人关注/3天前发布,江岸,bp500ep600,l6
世纪家园6室1厅南北,104105785932,世纪家园,https://wh.ke.com/xiaoqu/3711057385543/,低楼层(共4层)6室1厅|248.43平米|南北,520,万,单价20932元/平米,2人关注/2月前发布,江岸,bp500ep600,l6
恒昌花园顶楼复式，诚心出售.......,104104008234,恒昌欧景华庭,https://wh.ke.com/xiaoqu/3711057147773/,高楼层(共6层)|1997年建|6室2厅|269.77平米|南北,567,万,单价21018元/平米,10人关注/11月前发布,江岸,bp500ep600,l6
黄浦雅苑正规复式楼，两层出售，一梯一户，有钥匙。,104102420111,黄浦雅苑,https://wh.ke.com/xiaoqu/3714172556637043/,高楼层(共11层)|2004年建|6室2厅|242.93平米|南,555,万,单价22847元/平米,27人关注/1年前发布,江岸,bp500ep600,l6
世纪家园叠拼产证满五三层复式通透户型,104102329276,世纪家园,https://wh.ke.com/xiaoqu/3711057385543/,低楼层(共4层)|2005年建|6室3厅|248.43平米|东南,500,万,单价20127元/平米,4人关注/1年前发布,江岸,bp500ep600,l6
上品边户带大院子，上佳露台揽月观星，户型喜人人团圆,104105959125,佳海茗苑南区,https://wh.ke.com/xiaoqu/3715822587464667/,低楼层(共3层)|2003年建|6室2厅|285.13平米|南北,645,万,单价22622元/平米,2人关注/1月前发布,江岸,bp600ep700,l6
市民之家旁别墅地铁三号线公摊小,104105949860,吉祥谷,https://wh.ke.com/xiaoqu/3711927014355019/,低楼层(共3层)6室3厅|363.83平米|东南西北,680,万,单价18691元/平米,3人关注/1月前发布,江岸,bp600ep700,l6
看江3层复式房！一线江景！老证！！,104105398297,德润大厦,https://wh.ke.com/xiaoqu/377847782133240/,高楼层(共28层)|2004年建|9室3厅|431.34平米|东南,620,万,单价14374元/平米,6人关注/4月前发布,江岸,bp600ep700,l6
老证花园洋房，专业设计，土建完工，房东忍痛割爱,104105106536,百步亭金桥汇II期,https://wh.ke.com/xiaoqu/376829173124157/,高楼层(共4层)6室2厅|203.3平米|南北,675,万,单价33203元/平米,6人关注/6月前发布,江岸,bp600ep700,l6
循礼门，老证，业主诚心出售，高层,104105398002,德润大厦,https://wh.ke.com/xiaoqu/377847782133240/,高楼层(共28层)|2004年建|9室3厅|413.9平米|南北,620,万,单价14980元/平米,1人关注/4月前发布,江岸,bp600ep700,l6
三环内配套齐全别墅3层带地下室,104104879629,吉祥谷,https://wh.ke.com/xiaoqu/3711927014355019/,低楼层(共3层)6室3厅|352.54平米|东南,710,万,单价20140元/平米,2人关注/7月前发布,江岸,bp700ep800,l6
融科一期全通透户型采光好可看江老证精装安静,104105300097,融科天城一期,https://wh.ke.com/xiaoqu/3711059755095/,高楼层(共33层)|2008年建|6室2厅|308.86平米|南北,988,万,单价31989元/平米,74人关注/5月前发布,江岸,bp800ep1000,l6
佳海华苑独栋别墅带车库,104105506807,佳海华苑,https://wh.ke.com/xiaoqu/3715098862930658/,低楼层(共3层)6室2厅|292.8平米|南北,950,万,单价32446元/平米,4人关注/4月前发布,江岸,bp800ep1000,l6
梦湖香郡双拼三次改造面积精装修拎包入住,104105266411,新世界梦湖香郡三期,https://wh.ke.com/xiaoqu/376963611579058/,低楼层(共1层)|2013年建|9室2厅|225平米|南北,810,万,单价36000元/平米,9人关注/5月前发布,江岸,bp800ep1000,l6
梦湖香郡三环内精装自住装修看房方便诚心出售,104104732347,新世界梦湖香郡三期,https://wh.ke.com/xiaoqu/376963611579058/,低楼层(共1层)|2013年建|6室2厅|234.31平米|南北,890,万,单价37984元/平米,15人关注/8月前发布,江岸,bp800ep1000,l6
滨江苑二期稀有复式楼精装通透带大露台老证看江,104102870559,滨江苑二期,https://wh.ke.com/xiaoqu/3711060660023/,高楼层(共13层)|2004年建|7室2厅|267.21平米|南北,860,万,单价32185元/平米,54人关注/1年前发布,江岸,bp800ep1000,l6
链家优选：独栋《老证，视野开阔，临地铁，随时看房》,104105784215,新世界梦湖香郡三期,https://wh.ke.com/xiaoqu/376963611579058/,低楼层(共1层)|2013年建|6室2厅|304.7平米|南北,1400,万,单价45947元/平米,6人关注/2月前发布,江岸,bp1000ep100000,l6
梦湖香郡，大户型独栋，带300平米院子，拎包入住。,104105428490,新世界梦湖香郡三期,https://wh.ke.com/xiaoqu/376963611579058/,低楼层(共1层)|2013年建|7室3厅|429.52平米|南,2800,万,单价65190元/平米,19人关注/4月前发布,江岸,bp1000ep100000,l6
梦湖香郡，一线临湖，大庭院，独栋别墅，满两年。,104104692352,新世界梦湖香郡三期,https://wh.ke.com/xiaoqu/376963611579058/,低楼层(共1层)|2013年建|6室2厅|317.62平米|南北,1500,万,单价47227元/平米,19人关注/8月前发布,江岸,bp1000ep100000,l6
梦湖香郡别墅区业主很诚心卖房,104102088176,新世界梦湖香郡三期,https://wh.ke.com/xiaoqu/376963611579058/,低楼层(共1层)|2013年建|6室2厅|234.31平米|南北,1500,万,单价64018元/平米,3人关注/1年前发布,江岸,bp1000ep100000,l6
梦湖香郡一线临湖独栋带车位带大院子证满两年,104101110290,新世界梦湖香郡三期,https://wh.ke.com/xiaoqu/376963611579058/,低楼层(共1层)|2013年建|6室3厅|391.05平米|南北,1600,万,单价40916元/平米,63人关注/2年前发布,江岸,bp1000ep100000,l6
此房南北朝向通透户型，上下两层复式楼。视野广阔,104101969228,绿色家园,https://wh.ke.com/xiaoqu/3711056621972/,高楼层(共6层)|2005年建|6室1厅|91.85平米|南,185,万,单价20142元/平米,4人关注/2年前发布,江汉,bp0ep200,l6
6号线地铁石桥站老证通透户型。顶层复式,104105949343,汉口花园一期,https://wh.ke.com/xiaoqu/3711057291261/,高楼层(共6层)|2003年建|6室2厅|120.79平米|南,216,万,单价17883元/平米,1人关注/1月前发布,江汉,bp200ep250,l6
同济旁青年路王家墩地铁大户型交通方便停车方便,104105530826,嘉鑫大厦,https://wh.ke.com/xiaoqu/3711100847836/,中楼层(共27层)|2002年建|7室1厅|150.13平米|南,228,万,单价15187元/平米,0人关注/4月前发布,江汉,bp200ep250,l6
凯旋佳园+二环旁+单价低+通透户型+精装修无公摊,104104555203,凯旋佳园,https://wh.ke.com/xiaoqu/3711099864941/,高楼层(共6层)|2004年建|7室2厅|230平米|南北,233.4,万,单价10148元/平米,4人关注/9月前发布,江汉,bp200ep250,l6
新华路上万达商圈正规大四房采光好,104105913255,华立新华时代,https://wh.ke.com/xiaoqu/3711056378447/,低楼层(共28层)|2007年建|6室1厅|146.75平米|南,293,万,单价19966元/平米,0人关注/1月前发布,江汉,bp250ep300,l6
锦绣人家老证复式130平地下室近2号线地铁南北通透,104105409416,锦绣人家,https://wh.ke.com/xiaoqu/3711056473121/,低楼层(共12层)|2004年建|6室3厅|149.94平米|南北,293,万,单价19542元/平米,11人关注/4月前发布,江汉,bp250ep300,l6
通透户型，小区体量大环境好，门口就是地铁口出行方便,104105169010,汉口花园一期,https://wh.ke.com/xiaoqu/3711057291261/,高楼层(共6层)|2003年建|6室3厅|115.67平米|南,260,万,单价22478元/平米,2人关注/6月前发布,江汉,bp250ep300,l6
六房三厅三卫带露台满五读红领巾,104105085955,阳光花园,https://wh.ke.com/xiaoqu/3711056460430/,高楼层(共7层)|2002年建|6室3厅|137平米|东,270,万,单价19709元/平米,10人关注/6月前发布,江汉,bp250ep300,l6
电梯三房蓝色天际精装户型通透急售,104104510608,蓝色天际,https://wh.ke.com/xiaoqu/3711056540939/,高楼层(共12层)|2003年建|6室2厅|181.35平米|东南,290,万,单价15992元/平米,38人关注/9月前发布,江汉,bp250ep300,l6
《贝壳精选》二环边复式楼带车库60平阳台一梯两户,104102832167,东方帝园,https://wh.ke.com/xiaoqu/3711056531798/,高楼层(共11层)|2003年建|6室4厅|242.27平米|南,290,万,单价11971元/平米,23人关注/1年前发布,江汉,bp250ep300,l6
杨汊湖复式楼实用面积大三年前精装修老证,104102373460,阳光花园,https://wh.ke.com/xiaoqu/3711056460430/,高楼层(共7层)|2002年建|6室2厅|137平米|南北,270,万,单价19709元/平米,11人关注/1年前发布,江汉,bp250ep300,l6
老证复式精装修，无贷款，拎包入住，配套成熟,104105026418,阳光花园,https://wh.ke.com/xiaoqu/3711056460430/,高楼层(共6层)|2002年建|6室2厅|214.66平米|南北,298,万,单价13883元/平米,1人关注/6月前发布,江汉,bp250ep300,l6
金盾花园+电梯复式楼+精装修+诚心出售,104105402967,金盾花园,https://wh.ke.com/xiaoqu/3711056518013/,高楼层(共12层)|2001年建|6室2厅|207.83平米|南北,370,万,单价17804元/平米,7人关注/4月前发布,江汉,bp300ep400,l6
复式大宅单价低6号地铁闹中取静居住舒适,104104792824,蓝色天际,https://wh.ke.com/xiaoqu/3711056540939/,中楼层(共8层)|2003年建|6室2厅|217平米|南,340,万,单价15669元/平米,14人关注/8月前发布,江汉,bp300ep400,l6
大唐新都8室4厅南北,104105218015,大唐新都,https://wh.ke.com/xiaoqu/3711059326731/,高楼层(共19层)|2005年建|8室4厅|169.84平米|南北,339.68,万,单价20000元/平米,3人关注/5月前发布,江汉,bp300ep400,l6
阳光新苑+带露台+精装+诚心出售,104104681291,阳光新苑,https://wh.ke.com/xiaoqu/3711056463104/,高楼层(共6层)|2007年建|7室2厅|244.57平米|南,335,万,单价13698元/平米,1人关注/8月前发布,江汉,bp300ep400,l6
天梨豪园《精装复式楼+老证+临汉口火车站+诚心卖》,104104220734,天梨豪园,https://wh.ke.com/xiaoqu/3711099889993/,高楼层(共12层)|2005年建|9室2厅|320.23平米|南北,360,万,单价11242元/平米,12人关注/10月前发布,江汉,bp300ep400,l6
交通便利看房方便老证业主诚心出售,104103386960,天梨豪园,https://wh.ke.com/xiaoqu/3711099889993/,高楼层(共12层)|2005年建|6室2厅|222.06平米|南,370,万,单价16663元/平米,1人关注/1年前发布,江汉,bp300ep400,l6
蓝色天际住宅三层复式221平成熟商圈诚心出售,104102566374,蓝色天际,https://wh.ke.com/xiaoqu/3711056540939/,中楼层(共8层)|2003年建|6室3厅|221平米|南,305,万,单价13801元/平米,30人关注/1年前发布,江汉,bp300ep400,l6
户型方正，交通方便，后期费用低,104101778628,统建阳光北苑,https://wh.ke.com/xiaoqu/3711056476684/,高楼层(共6层)|2005年建|7室2厅|138.91平米|南,320,万,单价23037元/平米,7人关注/2年前发布,江汉,bp300ep400,l6
阳光花园《复式楼+老证+临汉口火车站+南北通透》,104101128496,阳光花园,https://wh.ke.com/xiaoqu/3711056460430/,高楼层(共7层)|2002年建|7室2厅|143.36平米|南北,330,万,单价23019元/平米,3人关注/2年前发布,江汉,bp300ep400,l6
香港路口户型方正出行方便,104105533264,西马新村,https://wh.ke.com/xiaoqu/3711058247139/,低楼层(共1层)6室2厅|174.37平米|南北,390,万,单价22367元/平米,0人关注/4月前发布,江汉,bp300ep400,l6
阳光花园三层复式南北通透三代同堂不显拥挤,104105512320,阳光花园,https://wh.ke.com/xiaoqu/3711056460430/,高楼层(共7层)|2002年建|6室2厅|205.32平米|南北,330,万,单价16073元/平米,0人关注/4月前发布,江汉,bp300ep400,l6
老证上下两层三面采光交通方便配套齐全生活便利,104105869519,香港路穗丰花园,https://wh.ke.com/xiaoqu/3711058254676/,高楼层(共8层)|2003年建|7室2厅|253.23平米|南北,419,万,单价16547元/平米,4人关注/1月前发布,江汉,bp400ep500,l6
财神商业广场6室2厅东南,104105319155,财神商业广场,https://wh.ke.com/xiaoqu/3717908810133397/,中楼层(共10层)6室2厅|333.51平米|东南,500,万,单价14993元/平米,2人关注/5月前发布,江汉,bp400ep500,l6
金盾花园自住精装修三层复式拎包即住老证,104103996910,金盾花园,https://wh.ke.com/xiaoqu/3711056518013/,高楼层(共12层)|2001年建|6室2厅|241.66平米|南,420,万,单价17380元/平米,19人关注/11月前发布,江汉,bp400ep500,l6
江汉区金利明珠花园复式楼带露台老证,104101758155,金利明珠花园,https://wh.ke.com/xiaoqu/3711056440380/,高楼层(共18层)|2005年建|6室2厅|203.27平米|南北,490,万,单价24106元/平米,8人关注/2年前发布,江汉,bp400ep500,l6
汉口火车站天梨豪园精装大户型复式,104105428736,天梨豪园,https://wh.ke.com/xiaoqu/3711099889993/,高楼层(共12层)|2005年建|8室3厅|349.5平米|南北,490,万,单价14021元/平米,4人关注/4月前发布,江汉,bp400ep500,l6
香江新村6室2厅东东南南西南,104104952531,香江新村,https://wh.ke.com/xiaoqu/3711058261784/,高楼层(共14层)|1998年建|6室2厅|264.4平米|东东南南西南,499,万,单价18873元/平米,8人关注/7月前发布,江汉,bp400ep500,l6
阳光新苑精装顶楼复式视野超好,104104215734,阳光新苑,https://wh.ke.com/xiaoqu/3711056463104/,高楼层(共6层)|2007年建|7室3厅|234.22平米|南北,420,万,单价17932元/平米,1人关注/10月前发布,江汉,bp400ep500,l6
老证，三层复式楼，带两个大露台，地铁,104104024498,统建阳光北苑,https://wh.ke.com/xiaoqu/3711056476684/,高楼层(共6层)|2005年建|7室3厅|242.37平米|南北,460,万,单价18980元/平米,9人关注/11月前发布,江汉,bp400ep500,l6
房子顶楼复式。装修好，房东诚心卖房，老证税费低,104103450362,荷花苑,https://wh.ke.com/xiaoqu/3711060397493/,高楼层(共7层)|2001年建|6室3厅|197.86平米|南,420,万,单价21228元/平米,5人关注/1年前发布,江汉,bp400ep500,l6
财神商业广场6室2厅东南,104105319155,财神商业广场,https://wh.ke.com/xiaoqu/3717908810133397/,中楼层(共10层)6室2厅|333.51平米|东南,500,万,单价14993元/平米,2人关注/5月前发布,江汉,bp500ep600,l6
两湖总都6室2厅东南,104105212664,两湖总都,https://wh.ke.com/xiaoqu/3711060086696/,低楼层(共31层)|2005年建|6室2厅|254.24平米|东南,580,万,单价22814元/平米,1人关注/5月前发布,江汉,bp500ep600,l6
二环内电梯小高层顶楼复式带超大露台老证,104103536238,时尚公寓,https://wh.ke.com/xiaoqu/3711099867960/,高楼层(共11层)|2004年建|7室4厅|217.37平米|南,547,万,单价25165元/平米,5人关注/1年前发布,江汉,bp500ep600,l6
樱海园五室加保姆间精装修小区中间位置,104101165093,泛海国际居住区樱海园,https://wh.ke.com/xiaoqu/3711056513540/,高楼层(共32层)|2013年建|6室2厅|263.56平米|南北,900,万,单价34148元/平米,33人关注/2年前发布,江汉,bp800ep1000,l6
循礼门大复式、清水毛坯看江效果nice、老证业主诚售,104103563770,都会轩,https://wh.ke.com/xiaoqu/3711062686260/,高楼层(共41层)|2016年建|8室3厅|400平米|南北,1380,万,单价34500元/平米,27人关注/1年前发布,江汉,bp1000ep100000,l6
泛海CBD兰海园366平米+老证+6房+3厅,104103113278,泛海国际兰海园,https://wh.ke.com/xiaoqu/3711063167017/,低楼层(共32层)|2014年建|6室3厅|365.18平米|南北,1490,万,单价40802元/平米,23人关注/1年前发布,江汉,bp1000ep100000,l6
天宇万象国际大户型大装修带车位,104103533720,天宇万象国际,https://wh.ke.com/xiaoqu/3711063139259/,高楼层(共18层)|2016年建|6室2厅|117平米|东南南,210,万,单价17949元/平米,7人关注/1年前发布,硚口,bp200ep250,l6
一楼复式带露台，面积大，采光好,104104333198,广电江湾新城,https://wh.ke.com/xiaoqu/3711058846489/,低楼层(共11层)|2011年建|6室2厅|112.85平米|南北,295,万,单价26141元/平米,49人关注/10月前发布,硚口,bp250ep300,l6
空中泳池花园啤酒烧烤种花养草仰望星空真善美,104103198083,天顺园六村,https://wh.ke.com/xiaoqu/3711057795108/,高楼层(共7层)|2001年建|6室3厅|235.11平米|南北,255,万,单价10846元/平米,17人关注/1年前发布,硚口,bp250ep300,l6
此房老证，两层楼私房后面带院子违建两层楼，,104104198743,营房六村45号,https://wh.ke.com/xiaoqu/3720044002079429/,低楼层(共2层)|1991年建|7室1厅|104.64平米|西南,289,万,单价27619元/平米,6人关注/10月前发布,硚口,bp250ep300,l6
天顺园大五房低价精装拎包即住,104102129567,天顺园六村,https://wh.ke.com/xiaoqu/3711057795108/,高楼层(共7层)|2001年建|7室2厅|240平米|南,253,万,单价10542元/平米,5人关注/1年前发布,硚口,bp250ep300,l6
天顺园少有大户型复式楼，诚心出售,104104828860,天顺园三村,https://wh.ke.com/xiaoqu/3711057798297/,高楼层(共11层)|2001年建|6室2厅|200.85平米|南,280,万,单价13941元/平米,3人关注/7月前发布,硚口,bp250ep300,l6
老证税少，户型通透视野开阔，采光好,104106167009,汉口春天,https://wh.ke.com/xiaoqu/3711057831923/,高楼层(共6层)|2007年建|7室3厅|159.36平米|南,320,万,单价20081元/平米,0人关注/8天前发布,硚口,bp300ep400,l6
名校云集视野开阔临轻轨1号线一线看江商圈成熟,104104473429,汉水熙园,https://wh.ke.com/xiaoqu/3711058876522/,中楼层(共16层)|2005年建|6室0厅|157.63平米|南,320,万,单价20301元/平米,4人关注/9月前发布,硚口,bp300ep400,l6
老证税费低，稀有电梯复式，户型方正，自带空中花园。,104104300820,丰竹园,https://wh.ke.com/xiaoqu/3720022155780396/,高楼层(共10层)|2003年建|6室3厅|250.17平米|南北,350,万,单价13991元/平米,10人关注/10月前发布,硚口,bp300ep400,l6
轻轨一号线汉西一路汉水熙园电梯复式配套成熟,104105748993,汉水熙园,https://wh.ke.com/xiaoqu/3711058876522/,高楼层(共15层)6室2厅|212.97平米|南北,480,万,单价22539元/平米,5人关注/2月前发布,硚口,bp400ep500,l6
宝丰时代楼上楼下合计300平复式楼,104104457979,宝丰时代,https://wh.ke.com/xiaoqu/3711060670533/,低楼层(共30层)|1996年建|6室1厅|183.94平米|南,485,万,单价26368元/平米,1人关注/9月前发布,硚口,bp400ep500,l6
此房满2年，后期过户费低，业主诚心卖房。,104102291768,花好月圆,https://wh.ke.com/xiaoqu/3711058633449/,高楼层(共18层)|2005年建|6室3厅|207.35平米|南,420,万,单价20256元/平米,12人关注/1年前发布,硚口,bp400ep500,l6
丰源大厦顶楼大复式带一个大露台单价低看房方便,104102025624,丰源大厦,https://wh.ke.com/xiaoqu/3711058633381/,高楼层(共20层)|2003年建|9室1厅|308.31平米|南北,405,万,单价13137元/平米,10人关注/1年前发布,硚口,bp400ep500,l6
汉水熙园6室2厅东南,104106174116,汉水熙园,https://wh.ke.com/xiaoqu/3711058876522/,高楼层(共14层)|2005年建|6室2厅|271.6平米|东南,516,万,单价18999元/平米,1人关注/7天前发布,硚口,bp500ep600,l6
时代天骄三层大复式老证税费低包含两个车位,104103018200,时代天骄,https://wh.ke.com/xiaoqu/3711058190186/,高楼层(共16层)|2008年建|9室3厅|191.57平米|南北,845,万,单价44110元/平米,14人关注/1年前发布,硚口,bp800ep1000,l6
碧海花园6室2厅南北,104105749021,碧海花园,https://wh.ke.com/xiaoqu/3711059377890/,高楼层(共6层)|2004年建|6室2厅|227.4平米|南北,185,万,单价8136元/平米,293人关注/2月前发布,东西湖,bp0ep200,l6
此房有带露台老证免增值税，没有贷款，业主诚意出售,104105876651,碧海花园,https://wh.ke.com/xiaoqu/3711059377890/,高楼层(共6层)|2004年建|6室2厅|215.43平米|南北,180,万,单价8356元/平米,60人关注/1月前发布,东西湖,bp0ep200,l6
